모집 여부,제목,신청기간,담당기관,진행일정,문의 전화,문의 이메일,지원대상,상세정보,URL
모집마감,피아노 1분 마스터,2025-07-12 ~ 2025-07-18,남구 일자리경제과 청년정책팀,2025-07-25 ~ 2025-07-25,051-607-3666,,18~39세 청년 누구나,"상세정보🎹[참여자 모집] 피아노 1분 마스터피아노 배우고 나만의 취미를 가져보세요~!⭐모집기간 : 7. 12 (토) ~ 7. 18 (금)⭐추첨일자 : 7. 18 (금) 17:00✅ 운영내용· 1:1 피아노 레슨 (피아노 연주 가능한 원하는 곡)※ 신청시 기타란에 원하는 곡 정보(곡 제목, 작곡가, 가수명 등)를 기재해주세요.※ 클래식 악보는 제공,가요 악보는 개인 지참✅ 모집대상 : 18~39세 청년 누구나 / 6명 모집(헌혈자 우선 추첨 : 1명)✅ 운영일시 : 7. 25 (금) 18:30~20:30 (※1인 35분 소요)✅ 운영장소 : 남구 청년창조발전소 (남구 용소로46번길 7)✅ 신청방법 : 남구 청년창조발전소 홈페이지 청년프로그램 신청☎ 문의 : 남구 일자리경제과 청년정책팀 (051-607-3666~7)본 사업은 『부산광역시 2025 동네청년공간 활성화 지원사업』입니다.",https://young.busan.go.kr/policySupport/view.nm?menuCd=13&bizSid=SUP0000001959
모집마감,"차-오마카세, 헬시플레저(7월)",2025-07-11 ~ 2025-07-17,남구 일자리경제과 청년정책팀,2025-07-24 ~ 2025-07-24,051-607-3666,,18~39세 청년 누구나,"상세정보🍵[참여자 모집] 차-오마카세, 헬시플레저(7월)향긋한 차를 마시면서 일상이야기 나눠요!이번달에는 아카시아 에이드도 즐길 수 있답니다🙌⭐모집기간 : 7. 11 (금) ~ 7. 17⭐추첨일자 : 7. 17 (목) 17:00✅ 운영내용 : 좋은 차와 함께 일상 이야기를 나누는 시간✅ 모집대상 : 18~39세 청년 누구나 / 명 모집✅ 운영일시 : 7. 24 (목) 19:00~20:00✅ 운영장소 : 남구 청년창조발전소 (남구 용소로46번길 7)✅ 신청방법 : 남구 청년창조발전소 홈페이지 청년프로그램 신청☎ 문의 : 남구 일자리경제과 청년정책팀 (051-607-3666~7)",https://young.busan.go.kr/policySupport/view.nm?menuCd=13&bizSid=SUP0000001958
모집중,[2025 맛있는 미술관] 7월 작가와의 만남,2025-07-10 ~ 2025-07-22,남구 일자리경제과 청년정책팀,2025-07-23 ~ 2025-07-23,051-607-3666,,18~39세 청년 누구나,"상세정보[참여자 모집] <맛있는 미술관 7월> 작가와의 만남2025 맛있는 미술관의 7월 작가!김윤경 작가님에게 직접 작품 설명 듣고, 소통할 수 있는 시간,작가와의 만남 참여자를 모집합니다✨7월 맛있는 미술관 전시는 발전소 1층에서 관람가능하며,발전소 홈페이지의 온라인 전시로도 만나보실 수 있습니다:)⭐모집기간 : ~7. 22 (화)✅ 운영내용 : 김윤경 작가님이 직접 들려주는 작품 이야기, 소통✅ 모집대상 : 18~39세 청년 누구나 / 선착순 5명 모집✅ 운영일시 : 7. 23. (수) 19:00~20:00✅ 운영장소 : 남구 청년창조발전소 (남구 용소로46번길 7)✅ 신청방법 : 남구 청년창조발전소 홈페이지 청년프로그램 신청☎ 문의 : 남구 일자리경제과 청년정책팀 (051-607-3666~7)",https://young.busan.go.kr/policySupport/view.nm?menuCd=13&bizSid=SUP0000001957
모집중,2025 세상에 없던 마케팅 - 내 작품을 온라인으로!,2025-07-12 ~ 2025-07-30,청년작당소,2025-08-07 ~ 2025-08-28,051-711-2980,,청년 누구나,"상세정보🎨 세상에 없던 마케팅NFT와 함께하는 캐릭터 기반 마케팅 체험 프로그램2025 청년작당소 [청년프로그래머] 선정 프로그램📌 이런 청년에게 추천해요!✔ NFT에 관심 있거나 직접 발행해보고 싶은 청년✔ 나만의 캐릭터로 브랜딩하고 싶은 청년✔ SNS 콘텐츠 기획과 마케팅을 배워보고 싶은 청년✔ 디지털 자산화, 온라인 홍보에 대한 감각을 키우고 싶은 청년📍 프로그램 소개NFT기반 캐릭터 브랜딩부터 실물 연동 NFC 태깅, 마케팅 콘텐츠 제작까지!4주간 실습 중심으로 배워보는 디지털 자산과 SNS 브랜딩의 모든 것→ phantom wallet, bithumb 계정 생성→ 알파카io 기반 NFT 발행 및 NFT 등록→ 홍보 콘텐츠 제작 (영상, 포스터 등)→ SNS 업로드 & 결과 발표선정되신 분들께는 개별 문자 발송 예정입니다.(*미선정되신 분께는 별도의 문자가 발송되지 않는 점 양해부탁드립니다.)🍀 일정 : 총 4주차 프로그램1주차 : 2025년 08월 7일 목요일 19:00~21:002주차 : 2025년 08월 14일 목요일 19:00~21:003주차 : 2025년 08월 25일 목요일 19:00~21:004주차 : 2025년 08월 28일 목요일 19:00~21:00🍀 장소: 부산 청년작당소🍀 대상 : 부산에 거주하는 문화예술활동을 하는 청년🍀 신청방법 :https://forms.gle/YE5bxW4xt5j1hXMv6(구글폼 작성)🍀 참여문의 : 010-8494-1012 (김우주)🚘 주차 안내- 별도 주차 공간이 없으니, 대중교통이나 인근 주차장 이용 부탁드립니다.❌ 노쇼 금지- 무단불참, 노쇼 시 향후 청년작당소의 다른 프로그램 참여에 제약이 있을 수 있습니다.📷 프로그램 진행 중 사진촬영이 진행될 수 있습니다.",https://young.busan.go.kr/policySupport/view.nm?menuCd=13&bizSid=SUP0000001956
모집중,7월 싱싱한 북클럽🍀,2025-07-12 ~ 2025-07-30,청년작당소,2025-07-30 ~ 2025-07-30,051-711-2980,,청년 누구나,"상세정보[☀7월 싱싱한 북클럽]📢 매달 마지막 날, 청년의 경험이 담긴 '월간 경험책'을 함께 읽으며 리프레시를 찾는 초록초록 건강한 북클럽입니다!📌 이런 분들에게 추천합니다!✔ 매달 새로운 주제의 도서를 만나고 싶은 청년 누구나!✔ 건강한 관계와 정신이 리프레시 되고 싶은 청년 누구나!✔ 책을 매개로 다양한 사람들과 소통해보고 싶은 청년 누구나!🌟 아이스브레이킹 시간이 있어 부담 없이 대화 및 참여할 수 있습니다.🌟 함께 도서에 대한 이야기를 나누면서 건강한 대화를 해봐요🌟 '싱싱한 북클럽'은 해당 도서를 미리 읽고 오셔야 참여가능합니다!🍀 일시 : 2025년 07월 30일 (수) 19시~21시🍀 장소 : 청년작당소 클라이맥스🍀 선정도서 : 마중도 배운도 없이(저자: 박준)🍀 대상 : 책을 매개로 소통하고 싶은 청년 6명 (*만 18세~39세)🍀 신청방법 :https://forms.gle/9aKgbJ4GMtWm7Qdz7(구글폼 작성)📌선정 시, 확정 문자 발송예정입니다! 확정 문자를 받아야 최종 확정됩니다!📌사전에 해당 도서를 읽고 오셔야 원활한 참여가 가능합니다.🙌참여문의 :- 📞청년작당소 051-711-2980- 📩DM @jakdangso_busan🚘 주차 안내- 별도 주차 공간이 없으니, 대중교통이나 인근 주차장 이용 부탁드립니다.❌ 노쇼 금지- 무단불참, 노쇼 시 향후 청년작당소의 다른 프로그램 참여에 제약이 있을 수 있습니다.📷 프로그램 진행 중 사진촬영이 진행될 수 있습니다.",https://young.busan.go.kr/policySupport/view.nm?menuCd=13&bizSid=SUP0000001955
모집중,(전국청년)청년 구정참여 마일리지 제도 『개청30주년 더블업』 이벤트 안내,2025-07-14 ~ 2025-09-27,수영구 일자리경제과,2025-07-14 ~ 2025-09-27,051-610-4374,,18세~39세의 전국 청년,"상세정보수영구 개청30주년과 여름 휴가철 맞이하여 전국 청년들의 수영구정에 대한 관심도 참여도를높이고 다양한 생각과 활동을 이끌어내기 위한「청년참여 마일리지제도」“5개 활동 항목마일리지2배 적립”이벤트를 진행하고 있으니관심있는청년들의 많은 참여부탁드립니다.<< 이벤트 내용>>󰋻기 간:2025.7.14.(월) ~ 2025.9.27.(토)⇒청년참여 마일리지2배적립󰋻참여대상:수영구정에 참여하는18세~39세의 전국 청년누구나󰋻내 용:활동에 따라 적립된 마일리지를 포인트로 전환 지급󰋻참여방법 및 절차➀수영구 청년포털 홈페이지를 통해 본인인증→30,000마일리지 적립☞홈페이지 주소:https://www.suyeong.go.kr/youth/index.suyeong➁수영구 청년포털 홈페이지 내 사업안내 및 적립규정 확인☞이벤트 기간 내:5개 활동 항목2배 적립➂수영구정에 온·오프라인 참여 활동→활동별2,000~100,000마일리지 적립☞이벤트 기간 내:활동별4,000 ~ 100,000마일리지 적립➃50,000마일리지 이상 적립 시 인센티브(포인트)로 전환가능➄인센티브(포인트)는 부산시*동백전(부산지역화폐)플랫폼을 통해 정책 지원금형태로 지급*동백전App설치 및 회원가입 필수➅지급 받은 인센티브(포인트)는수영구 관내 동백전 가맹점(2만5천여개소)에서현금처럼 사용※문의:수영구청 일자리경제과☎051-610-4374",https://young.busan.go.kr/policySupport/view.nm?menuCd=13&bizSid=SUP0000001954
모집중,4주완성 마케팅 스쿨 2기,2025-07-11 ~ 2025-08-01,해운대 청년JOB카페(드림포트),2025-08-01 ~ 2025-08-29,051-321-3307,,만 15 ~ 만 39세 청년,"상세정보[해운대 청년JOB카페 드림포트 프로그램 안내]■ 프로그램 : 4주완성 마케팅 스쿨 2기마케팅 스쿨1기 조기마감의 성원에 감사하며 마케팅 스쿨 2기 모집을 시작합니다!(선착순 마감)👏무려, 부산대학교, 부산외국어대학교, 경성대학교 외래교수 우승균 교수님께서 직접 강의하시는 전문성 탄탄한 강의를 무료로 들을 수 있는 대박적 기회!듣기만 해도 마케팅 전공자에 버금가는 지식 수준에 수료 시 해운대구청장 수료증 발급까지!!😍소중한 방학기간 한 번의 투자로 마케팅 전문가로 거듭날 수 있는 기회!👍갓.생 우리 한번 살아보자구요ㅎㅎ취업준비와 창업준비 모두에 필요한 마케팅 역량을 강화하고, 마케팅 전문가가 되고 싶다면 당장 신청하러 가봅시다!■ 교육내용[1~2주] 마케팅 핵심이론 [8/01~8/14, 주3일(화, 목, 금) 2주]:STP전략, 광고 PR전략, 소비자행동, 브랜드전략, 서비스 마케팅, 시장조사 등[3~4주] 디지털 AI 마케팅 전략 [8/19~8/29, 주3일(화, 목, 금) 2주]:디지털 AI 마케팅, e커머스와 소비트렌드, 빅데이터 마케팅, SNS 마케팅 등마케팅 박사님이 직접 들려주는 흥미로운 이론과우리 주변에서 쉽게 볼 수 있는 사례들을 통해일상에서의 마케팅을 이해할 수 있게 도와드립니다.'마케팅에 대해서 제대로 알아보고 싶은데...''어떻게 해야 광고가 더 효과적으로 보일까?...'이런 생각 해보신 적 있다면, 이번 기회를 놓치지 마세요.■ 일시 : 25.8.01. ~ 8/.29. 09:30 ~ 13:30■ 장소 : 두원잡 부산동부사무소 4층(충렬대로 146) / 동래역 6번 출구■ 대상 : 15~39세 취업을 준비하는 모든 청년■ 비용 : 무료■ 참고 : 선착순으로 조기 마감될 수 있습니다☞교육 신청 링크 클릭☜※ 주차 공간이 제공되지 않습니다. 대중교통을 이용 부탁드립니다.☎ 문의 : 051-321-3331 / 051-327-3343",https://young.busan.go.kr/policySupport/view.nm?menuCd=13&bizSid=SUP0000001953
모집중,"자기이해&진로설정 : '나'를 이해하고, 미래를 설계하다",2025-07-11 ~ 2025-07-31,해운대 청년JOB카페(드림포트),2025-07-31 ~ 2025-07-31,051-321-3307,,만 15 ~ 만 39세 청년,"상세정보[해운대 청년JOB카페 드림포트 프로그램 안내]■ 프로그램 : '나'를 이해하고, 미래를 설계하다■ 교육내용💡 자기이해부터 진로설정까지 ! 청년을 위한 커리어 탐색 특강📍나의 성향, 가치관, 강점은 무엇일까? 진짜 '나'를 제대로 아는 법!📍 직무의 정의와 필요 역량 파악하기!📍 막연한 꿈이 아닌 현실적이고 실행 가능한 진로 계획 수립까지!스스로에 대해 알고 싶지만 어떻게 시작해야 할지 모르는 분,진로에 대해 고민하고 있는 대학생 및 취준생자신에게 맞는 직업과 역량을 찾고 싶은 청년들 !👉 지금, 나를 이해하고 미래를 설계하는 첫걸음을 함께 시작하세요![ 교육 세부 내용 ]1. 자기이해 : 나는 누구인가 ?- 자기이해의 필요성 이해- 성격유형, 가치관, 강점 탐색- 워크시트를 통한 나의 강점 및 경험 도출2. 진로탐색 : 직무와 산업 이해하기- 직무의 정의 및 필요역량 파악- 산업별 트렌드와 직무연결 실습- 나에게 맞는 직무·산업 매칭3. 진로목표 설정 및 실행계획 수립- 나만의 진로목표 작성- 단기·중기·장기 계획 수립- 발표 및 피드백, 질의응답■ 일시 : 25.7.31. (목) 13:30 ~ 17:30 (4시간)■ 장소 : 해운대청년job카페 드림포트 (부산 해운대구 반여로 120)■ 대상 : 15~39세 취업을 준비하는 모든 청년■ 비용 : 무료☞교육 신청 링크 클릭☜※주차장이 제공되지 않습니다. 대중교통을 이용해주시기 바랍니다☎ 문의 : 051-321-3331 / 051-327-3343",https://young.busan.go.kr/policySupport/view.nm?menuCd=13&bizSid=SUP0000001952
모집중,"스트레스 관리&멘탈 케어 : 마음이 지칠 때, 나를 배우는 시간",2025-07-11 ~ 2025-07-23,해운대 청년JOB카페(드림포트),2025-07-23 ~ 2025-07-23,051-321-3307,,만 15 ~ 만 39세 청년,"상세정보[해운대 청년JOB카페 드림포트 프로그램 안내]■ 프로그램 : 마음이 지칠 때, 나를 배우는 시간■ 교육내용⏳스트레스는 줄이고 마음의 면역력은 높이는 일상 속 멘탈 루틴 만들기1. 스트레스와 멘탈 건강 알아보기- 스트레스의 정의- 나의 멘탈 온도는?- 스트레스 반응 유형- 스트레스가 멘탈에 미치는 영향2. 멘탈 중심을 잡는 방법들- 인식과 관점 전환 활동- 회복탄력성 키우기- 다양한 방법 실습3. 루틴으로 멘탈관리 완성하기- 내 멘탈에 맞는 스트레스 유형 찾기- 멘탈 루틴 설계 워크시트 작성- 도움 받을 수 있는 기관 안내- 주변 관계 자원 탐색스트레스는 줄이고, 회복탄력성을 키워 내 삶의 중심을 다시 잡는 시간!지금 내 마음을 돌보는 첫 걸음을 시작하세요. 당신의 멘탈 루틴, 함께 만들어드립니다.■ 일시 : 25.7.23. (수) 13:30 ~ 17:30 (4시간)■ 장소 : 해운대청년job카페 드림포트 (부산 해운대구 반여로 120)■ 대상 : 15~39세 취업을 준비하는 모든 청년■ 비용 : 무료☞교육 신청 링크 클릭☜※주차장이 제공되지 않습니다. 대중교통을 이용해주시기 바랍니다☎ 문의 : 051-321-3331 / 051-327-3343",https://young.busan.go.kr/policySupport/view.nm?menuCd=13&bizSid=SUP0000001951
모집중,커뮤니케이션 기술 - 마음을 잇는 대화,2025-07-11 ~ 2025-07-22,해운대 청년JOB카페(드림포트),2025-07-22 ~ 2025-07-22,051-321-3307,,만 15 ~ 만 39세 청년,"상세정보[해운대 청년JOB카페 드림포트 프로그램 안내]■ 프로그램 : 마음을 잇는 대화■ 교육내용📑나를 알아보고 관계가 깊어지는 소통 기술을 알아보는 시간1. 관계를 돌아보기- 관계가 어려운 이유- 관계를 힘들게 하는 요인들- 관계에서 '나'를 탐색하기2. 나의 표현과 소통- 자주 하는 말버릇- 소통 성향 자가 진단과 피드백- 내 표현 방식 점검- '나' 표현법 연습3. 감정 표현, 실전 연습- 최근 내가 느낀 감정- 감정-욕구 분리 훈련- 관계 회복 문장 만들기'나'에 대한 이해부터 시작되는 관계.소통의 본질을 탐색하고, 관계를 깊이 있게 만드는 대화의 기술을 체계적으로 배울 수 있습니다!■ 일시 : 25.7.22. (화) 13:30 ~ 17:30 (4시간)■ 장소 : 해운대청년job카페 드림포트 (부산 해운대구 반여로 120)■ 대상 : 15~39세 취업을 준비하는 모든 청년■ 비용 : 무료☞교육 신청 링크 클릭☜※주차장이 제공되지 않습니다. 대중교통을 이용해주시기 바랍니다☎ 문의 : 051-321-3331 / 051-327-3343",https://young.busan.go.kr/policySupport/view.nm?menuCd=13&bizSid=SUP0000001950
모집중,부산에서 시작하는 AI 취업 전략,2025-07-11 ~ 2025-07-21,해운대 청년JOB카페(드림포트),2025-07-21 ~ 2025-07-21,051-321-3307,,만 15 ~ 만 39세 청년,"상세정보[해운대 청년JOB카페 드림포트 프로그램 안내]■ 프로그램 : 부산에서 시작하는 AI 취업 전략■ 교육내용✅ 2025 채용트렌드와 기업의 필요 인재상 변화- 변화하는 채용 트렌드와 준비 자세- 달라진 역량과 세상의 변화- 직무는 기본 ! 인성이 우선 !✅ 산업 트렌드와 부산- 산업의 메가 트렌드- 부산의 산업 구조와 부울경 채용 정보- 부산 취업 시장의 변화 예측✅ 단계적 취업 전략- 직무의 이해- 기업분석과 커리어 로드맵- Chat GPT를 활용한 취업 준비📢 부산 취준생 모여라 ! 📢급변하는 채용 환경과 인재상 변화 속에서 취업 시장 흐름을 미리 파악하고,나아가 ChatGPT를 활용한 실전 전략을 익힐 수 있도록 돕는 특강입니다 !혼자 하는 취업 준비, 이제는 함께 고민하고 똑똑하게 준비해보아요 : )■ 일시 : 25.7.21. (월) 13:30 ~ 17:30 (4시간)■ 장소 : 해운대청년job카페 드림포트 (부산 해운대구 반여로 120)■ 대상 : 15~39세 취업을 준비하는 모든 청년■ 비용 : 무료☞교육 신청 링크 클릭☜※주차장이 제공되지 않습니다. 대중교통을 이용해주시기 바랍니다☎ 문의 : 051-321-3331 / 051-327-3343",https://young.busan.go.kr/policySupport/view.nm?menuCd=13&bizSid=SUP0000001949
모집마감,[돌봄이음] 활력 충전소,2025-07-10 ~ 2025-07-17,부산진구종합사회복지관,2025-07-18 ~ 2025-07-18,051-893-0035,,만19~39세 부산 1인가구 청년,"상세정보🌟 청년돌봄이음 스위치온 🌟💡 활력충전소 - 3회기“지금 내 감정은 어떠한가?”감정에 대해 알아보고, 스스로를 돌아보는 시간을 함께 가져보려 합니다.🗓 일시: 7월 18일(금) 19:00~21:00📍 장소: 와글와글플랫폼👤 대상: 부산 거주 1인가구 청년📩 신청방법: 와글와글플랫폼 인스타DM 또는 카카오톡 채널👉 감정에도 충전이 필요해요.지친 마음에 따뜻한 불빛을 켜줄 시간, 함께해요! ✨",https://young.busan.go.kr/policySupport/view.nm?menuCd=13&bizSid=SUP0000001948
모집마,「2025 부산 청년캠프」참가자 모집,2025-07-11 ~ 2025-07-17,부산경제진흥원,2025-07-26 ~ 2025-07-27,,,,,
모집중,[해운대구] 청년 소통(생활법률교육) 프로그램 참여자 모집,2025-07-10 ~ 2025-07-22,해운대 청년채움공간,2025-07-23 ~ 2025-07-23,051-647-0917,,부산시 청년 누구나,"상세정보✧･ﾟ: 소통 프로그램(생활 법률) 입니다. :･ﾟ✧- 일자 : 2025년 7월 23일(수)- 시간 : 오후 7시 ~ 오후9시- 장소 : 해운대 청년채움공간 D동 공유회의실(해운대구 센텀동로 200)- 내용 : 실생활 속 분쟁 BEST5 법률 무료 교육(실생활 속 분쟁 BEST5! 가족 간의 금전·명의 문제, 부동산 거래 실수, 빌려준 돈 못 받은 사례, 동거·연애·결혼 분쟁, 일상 속 증거법 상식 등 교육)- 수강료 : 무료- 문의처 : 051-647-0917(청년채움공간 운영사무국)- 참여신청은 반드시 네이버폼으로 신청부탁드립니다.-참여신청 URL!!! 클릭!!!!!!!!!",https://young.busan.go.kr/policySupport/view.nm?menuCd=13&bizSid=SUP0000001947
모집중,북구 청년 창업 오피스 ‘청년 아이디어 스퀘어(Idea Square)’ 입주자 모집,2025-07-14 ~ 2025-07-31,부산광역시 북구 도시창조과,2025-09-01 ~ 2026-08-31,051-309-5175,,북구 청년,"상세정보<북구 청년 창업 오피스 ‘청년 아이디어 스퀘어(Idea Square)’ 입주자 모집>북구 청년 창업오피스 「청년 아이디어 스퀘어(Idea Square)」 입주 희망자를 아래와 모집합니다!창업에 도전하고자 하는 청년들의 많은 참여 바랍니다.🧡신청기간 : 2025. 7. 14. (월) ~ 7. 31. (목)🧡신청방법 : 이메일 접수 (nopeunhuri@korea.kr) 또는북구청 도시창조과 청년희망팀 방문접수※ 방문접수 시 평일 09:00 ~ 18:00시 접수가능 (12:00~13:00 제외), 북구청 홈페이지 공고 제출서류 참고🧡입주기간 : 2025. 9. ~ 2026. 8.🧡입주장소 : 북구 만덕대로 21, 9층 및 10층 (덕천동, 선샤인 공유오피스)🧡신청자격(모든 조건 충족)- 만 18~39세 이하의 사업자등록 7년 이내의 초기 창업자로 창업아이템 및 사업계획 수립이 된 자(팀)(단, 창업 아이템과 사업계획이 수립된 자 중 3개월 이내 사업자 등록이 가능한 예비 창업자는 지원 가능)- 공고일(2025. 7. 11.) 기준 주민등록 또는 사업장 주소지가 북구인 자- 단, 선정 후 2개월 이내 북구 전입 또는 사업장 주소이전 등록이 가능한 자는 가능🧡지원분야 : 제외업종* 외 분야별 제한 없음*단순서비스업(카페, 요식업, 미용업 등), 유흥, 사행성 업종, 전문직종 등 제외🧡지원사항- 사무실(1인 기준, 테이블 및 의자 포함) 월 임차료 및 커뮤니티 공간 지원- 맞춤형 창업교육, 전문가 멘토링 지원🧡유의사항 : 입주 이후 정당한 사유 없이 월 최소 출근일수 10일을 충족하지 못할 경우 자동퇴소 (1회 경고, 2회 자동퇴소 조치)🧡문의 : 북구청 도시창조과 쳥년희망팀 (051-309-5175)",https://young.busan.go.kr/policySupport/view.nm?menuCd=13&bizSid=SUP0000001946
모집중,사하청년『청년취업아카데미』여름특강 수강생 大모집,2025-07-09 ~ 2025-07-28,사하구 경제일자리과,2025-07-29 ~ 2025-07-30,051-201-0191,,18~39세 사하구 거주 및 활동청년,상세정보,https://young.busan.go.kr/policySupport/view.nm?menuCd=13&bizSid=SUP0000001945
모집중,사하청년 메이커공작소「나만의 네온사인 간판」수강생 大모집,2025-07-10 ~ 2025-07-28,사하구 일자리정책과,2025-07-30 ~ 2025-07-31,051-201-0191,,사하구 거주 및 활동 중인 18~39세 청년,상세정보,https://young.busan.go.kr/policySupport/view.nm?menuCd=13&bizSid=SUP0000001944
모집중,하루만에 끝내는 마케팅 특강B [디지털 AI마케팅],2025-07-09 ~ 2025-07-29,해운대 청년JOB카페(드림포트),2025-07-29 ~ 2025-07-29,051-321-3307,,만 15 ~ 만 39세 청년,"상세정보[해운대 청년JOB카페 드림포트 프로그램 안내]■ 프로그램 : 하루만에 끝내는 마케팅 특강B■ 교육내용하루만에 끝내는 [디지털 AI마케팅]- 유튜브와 SNS 마케팅, 알고 보면 이렇게 쉽다!- e커머스에서 잘 팔리는 비밀은 따로 있다?- AI 시대, 마케터가 꼭 알아야 할 전략 포인트디지털 AI 마케팅 – 쉽고 재미있게 배우는 마케팅의 모든 것!마케팅이 궁금하지만, 어렵고 복잡할까봐 망설이셨나요?이제 단 하루, 실전 중심의 특강으로 그 벽을 넘을 시간입니다!이번 특강에서는디지털 시대에 꼭 필요한 마케팅의 핵심 원리부터AI 시대, 마케터 핵심 전략까지!한 번에 배울 수 있습니다.💡 이런 내용을 다룹니다!- 유튜브와 SNS 마케팅, 알고 보면 이렇게 쉽다!- e커머스에서 잘 팔리는 비밀은 따로 있다?- AI 시대, 마케터가 꼭 알아야 할 전략 포인트이론은 어렵지 않게,사례는 우리가 매일 마주하는 현실에서!전문 마케팅 박사님의 쉽고 유쾌한 설명으로마케팅의 핵심을 빠르고 확실하게 이해할 수 있습니다.이론은 너무 어렵고, 현실은 너무 복잡하다고 느껴졌던 마케팅!하지만 이 특강에선 쉽고 재미있게, 단 하루 만에 핵심만 쏙쏙 알려드립니다.'마케팅에 대해서 제대로 알아보고 싶은데...''어떻게 해야 광고가 더 효과적으로 보일까?...'이런 생각 해보신 적 있다면, 이번 기회를 놓치지 마세요.재미있고 알찬 하루, 마케팅이 쏙쏙 이해되는 특별한 경험!지금 바로 함께해보세요!■ 일시 : 25.7.29.(화) 09:30~13:30 (4시간)■ 장소 : 해운대청년job카페 드림포트 (부산 해운대구 반여로 120)■ 대상 : 15~39세 취업을 준비하는 모든 청년■ 비용 : 무료☞교육 신청 링크 클릭☜※주차장이 제공되지 않습니다. 대중교통을 이용해주시기 바랍니다☎ 문의 : 051-321-3331 / 051-327-3343",https://young.busan.go.kr/policySupport/view.nm?menuCd=13&bizSid=SUP0000001943
모집중,하루만에 끝내는 마케팅 특강A [마케팅 핵심 이론 정리],2025-07-09 ~ 2025-07-28,해운대 청년JOB카페(드림포트),2025-07-28 ~ 2025-07-28,051-321-3307,,만 15 ~ 만 39세 청년,"상세정보[해운대 청년JOB카페 드림포트 프로그램 안내]■ 프로그램 : 하루만에 끝내는 마케팅 특강A■ 교육내용하루만에 끝내는 [마케팅 핵심 이론 정리]- 소비자행동, 광고와 PR전략- 브랜드 전략, 시장조사 등해운대 청년JOB카페 드림포트에서 준비한 ""하루만에 끝내는 마케팅 특강 A편""""하루면 충분하다! 현실에서 통하는 마케팅의 모든 것!""마케팅이 궁금하지만 어렵게만 느껴지셨나요?이번 특강은 그런 분들을 위해 준비했습니다.이론은 너무 어렵고, 현실은 너무 복잡하다고 느껴졌던 마케팅!하지만 이 특강에선 쉽고 재미있게, 단 하루 만에 핵심만 쏙쏙 알려드립니다.마케팅 박사님이 직접 들려주는 흥미로운 이론과우리 주변에서 쉽게 볼 수 있는 사례들을 통해일상에서의 마케팅을 이해할 수 있게 도와드립니다.'마케팅에 대해서 제대로 알아보고 싶은데...''어떻게 해야 광고가 더 효과적으로 보일까?...'이런 생각 해보신 적 있다면, 이번 기회를 놓치지 마세요.재미있고 알찬 하루, 마케팅이 쏙쏙 이해되는 특별한 경험!지금 바로 함께해보세요!■ 일시 : 25.7.28.(월) 09:30~13:30 (4시간)■ 장소 : 해운대청년job카페 드림포트 (부산 해운대구 반여로 120)■ 대상 : 15~39세 취업을 준비하는 모든 청년■ 비용 : 무료☞교육 신청 링크 클릭☜※주차장이 제공되지 않습니다. 대중교통을 이용해주시기 바랍니다☎ 문의 : 051-321-3331 / 051-327-3343",https://young.busan.go.kr/policySupport/view.nm?menuCd=13&bizSid=SUP0000001942
모집마감,레이저커팅을 활용한 액자 제작,2025-07-09 ~ 2025-07-16,남구 일자리경제과 청년정책팀,2025-07-21 ~ 2025-07-21,051-607-3666,,18~39세 청년 누구나,상세정보🖼️[참여자 모집] 유엔문화창작공간 : 레이저 커터_액자레이저 커팅기를 활용해서나만의 액자를 만들 참여자를 모집합니다🙌⭐모집기간 : 7. 9 (수) ~ 7. 16 (수)⭐추첨일자 : 7. 16 (수) 17:00✅ 운영내용 : 레이저 커팅을 활용한 액자 제작✅ 모집대상 : 18~39세 청년 누구나 / 4명 모집(헌혈 우선 추첨 : 1명)✅ 운영일시 : 7. 21 (월) 18:30~20:30✅ 운영장소 : 남구 청년창조발전소 (남구 용소로46번길 7)✅ 신청방법 : 남구 청년창조발전소 홈페이지 청년프로그램 신청☎ 문의 : 남구 일자리경제과 청년정책팀 (051-607-3666~7),https://young.busan.go.kr/policySupport/view.nm?menuCd=13&bizSid=SUP0000001941
모집중,거문고 콘서트 : 소리의 문(門),2025-07-09 ~ 2025-07-25,남구 일자리경제과 청년정책팀,2025-07-26 ~ 2025-07-26,051-607-3666,,18~39세 청년 누구나,"상세정보[남구 온 스테이지] 국악 콘서트 : 소리의 문(門)이번 7월, 우리 소리를 만나는 시간!현재 활발하게 활동하고 있는 국악 전공자들의 공연!거문고·가야금·장구가 어우러진 국악 콘서트에 여러분을 초대합니다 :)가야금의 맑은 선율, 거문고의 깊은 음색, 장구의 리듬이 만나는국악의 진짜 매력을 느껴보세요✨⭐모집기간 : ~7. 25 (금)✅ 입장료 : 무료✅ 입장연령 : 18~39세 청년 누구나✅ 좌석인원 : 선착순 30명✅공연일시 : 7. 26 (토) 15:00~16:30✅ 운영장소 : 남구 청년창조발전소 3층 공연장 (남구 용소로46번길 7)✅ 신청방법 : 남구 청년창조발전소 홈페이지 청년프로그램 신청☎ 문의 : 남구 일자리경제과 청년정책팀 (051-607-3666~7)본 사업은 『부산광역시 2025 동네청년공간 활성화 지원사업』입니다.",https://young.busan.go.kr/policySupport/view.nm?menuCd=13&bizSid=SUP0000001940
